Date, Change
2019-06-11,-0.0002984038861901473
2019-06-12,-0.001582234559333797
2019-06-13,-0.0007772380291464256
2019-06-14,-0.004018043025676609
2019-06-15,-0.0048507980569049295
2019-06-16,0.0013393476752255329
2019-06-17,-0.0005065926439972292
2019-06-18,0.0001526717557251911
2019-06-19,-0.0010895211658570427
2019-06-20,-0.0030256766134628744
2019-06-21,-0.007439278278972937
2019-06-22,2.081887578070974e-05
2019-06-23,-0.00027758501040943797
2019-06-24,-0.003518390006939629
2019-06-25,-0.008743927827897294
2019-06-26,0.0011380985426786994
2019-06-27,0.005378209576682871
2019-06-28,-0.0033726578764746843
2019-06-29,-0.0012560721721027028
2019-06-30,0.006509368494101312
